"school_address","school_id","school_name","rating","user_ratings_total","school_latitude","school_longitude","city"
"50A Grove St, The Wood, Nelson 7010, New Zealand","afe037f0cba22e74b47f0880390326e4db7c0453","Grove Street Kindergarten",0,0,-41.2696467,173.2898215,"Nelson"
"51B Brook St, The Brook, Nelson 7010, New Zealand","3b4ce88bcfbd6aaff9cc645a42e05cd694aefa20","Nelson Central Kindergarten",0,0,-41.2839302,173.2911984,"Nelson"
"60 Salisbury Rd, Richmond 7020, New Zealand","b3ab74a4ecc9f464fdae7cac8a38d75cb219ae81","Waimea College",3.9,21,-41.3382115,173.1969189,"Nelson"
"175 Nayland Rd, Stoke, Nelson 7011, New Zealand","4494993d95e75a022398336eb3d31dd7d786a279","Nayland Kindergarten",0,0,-41.3059377,173.2330465,"Nelson"
"19 Alma St, Nelson, 7010, New Zealand","3aafa9fcec16beefd60b2329f9649511b1c729cd","Nelson District Free Kindergarten Assn",0,0,-41.2734688,173.2863933,"Nelson"
"166 St Vincent St, Toi Toi, Nelson 7010, New Zealand","01a9cc2dc314ffb9be1f05ea78bce6a61fc071f5","Victory Square Kindergarten",0,0,-41.2802339,173.2699687,"Nelson"
"150 Tahunanui Dr, Tahunanui, Nelson 7011, New Zealand","5a51cef3d511fbbf2976c700de14dd045e4c8507","Little Footprints Preschool",0,0,-41.289796,173.2457731,"Nelson"
"54 Tasman St, The Wood, Nelson 7010, New Zealand","ff1feabf720b5422c07c15dc13158344cecd8cd8","Paula's Preschool",0,0,-41.2703444,173.2915158,"Nelson"
"Atawhai, Nelson 7010, New Zealand","f3ac2b11a5bb91f1b6bcd8073d4ed877ba09c99f","Atawhai Playcentre",0,0,-41.2364762,173.3171056,"Nelson"
"55 Nile St, Nelson, 7010, New Zealand","13875de3143ca6260d3111d547924f35d5fe1735","Campus Corner Early Learning Centre Inc",0,0,-41.2761044,173.2871486,"Nelson"
"150 Tahunanui Dr, Tahunanui, Nelson 7011, New Zealand","cc32157c9d2be92e382b41b6334bc274ceb04078","Eden Early Learning",0,0,-41.289796,173.2457731,"Nelson"
"112 Parkers Rd, Tahunanui, Nelson 7011, New Zealand","c5258225cfd81c80af585f1bfaa1946f4f9ec5bd","Paula's Preschool Tahunanui",0,0,-41.287869,173.23789,"Nelson"
"Buxton St, Stoke, Nelson 7010, New Zealand","b1f0d1ef281ca1cabe58a4e99dec550b450bf7c8","Open Home Foundation (Nelson)",0,0,-41.3085171,173.2315357,"Nelson"
"311 Seaview Rd, Stoke, Nelson 7011, New Zealand","f4df9e3692f98682e7a5b04a9dc8a572a3d82458","Birchwood Kindergarten",0,0,-41.3062204,173.22426,"Nelson"
"9 Tarata St, Stoke, Nelson 7011, New Zealand","f96acb758173036507929dd8276b60357ada221b","Nelson Boating Education",0,0,-41.3107631,173.2431432,"Nelson"
"67 Waimea Rd, Nelson South, Nelson 7010, New Zealand","13ec0e863bc951e3c42a3095f9e24e3efbe3c46b","Nelson Callege",0,0,-41.2845713,173.2765377,"Nelson"
"17 Flaxmore Pl, Bishopdale, Nelson 7011, New Zealand","1db73a1ce6254350e5e5483112235464ca802503","ABRSM Nelson",0,0,-41.2966483,173.26942,"Nelson"
"1249 Arawa St, Rotorua 3010, New Zealand","f970addaca937ab3d8758b34caccbd87fc5fe8b9","Rotorua Primary School",4,4,-38.1339288,176.2489929,"Rotorua"
"Whitworth Rd, Utuhina, Rotorua 3015, New Zealand","1312884431c0bb01781cffb7a268f767efa019c2","John Paul College - Rotorua",3.5,30,-38.1431431,176.228236,"Rotorua"
"251 Old Taupo Rd, Hillcrest, Rotorua 3015, New Zealand","9a4188251db0797c70cc5298e3949d7cdd8eb7ee","Rotorua Girls' High School",3.9,11,-38.1477039,176.2368094,"Rotorua"
"70 Old Quarry Rd, Western Heights, Rotorua 3015, New Zealand","2c95e16fa7587247800aa2d12894bd8a87bf702d","Western Heights High School",3.8,24,-38.1208326,176.2215668,"Rotorua"
"Porikapa Rd, Owhata, Rotorua 3010, New Zealand","aa9b887ad69d13a62ec783e5283088100be76d05","Rotorua Lakes High School",3.1,9,-38.1355444,176.3005881,"Rotorua"
"Iles Rd, Lynmore, Rotorua 3010, New Zealand","7fe789c05db37cd328a105f9885c3a682f95f3ef","Lynmore Primary School",5,5,-38.1448986,176.2834614,"Rotorua"
"Pukuatua St, Utuhina, Rotorua 3010, New Zealand","e6d45103586d94b8c5acfd012bff348b3d886aaf","Rotorua Boys' High School",3.8,21,-38.1385115,176.2380794,"Rotorua"
"37 Carnot St, Glenholme, Rotorua 3010, New Zealand","03b0289e4adc2eb9e36ee4a9dfec95aded79e38e","St Mary's Catholic School",4,4,-38.146504,176.248569,"Rotorua"
"83-95 Malfroy Rd, Victoria, Rotorua 3010, New Zealand","77623f48e1ea279e1f5f4de00fa5f7e126a99291","Rotorua Intermediate School",3.7,16,-38.1429909,176.2441115,"Rotorua"
"196 Malfroy Rd, Utuhina, Rotorua 3015, New Zealand","81357d8f235b67193580c3335520aa273a57a765","Malfroy School",3.9,9,-38.145984,176.234587,"Rotorua"
"149 Ranolf St, Glenholme, Rotorua 3010, New Zealand","9f1bb001daecf972e3a335ebedb3aec46dd50cc2","Glenholme Primary School",3.6,18,-38.1496606,176.2461308,"Rotorua"
"Kea St, Selwyn Heights, Rotorua 3015, New Zealand","b63146951db5c45bea18dfa419a3b7d27f3e1198","Kea Street Specialist School",5,1,-38.1166956,176.2237106,"Rotorua"
"30 Bell Rd, Western Heights, Rotorua 3010, New Zealand","6be4fa969dd483345d9fd9e37c72623b1e044fb0","Kaitao Intermediate",4.3,6,-38.1258288,176.2220647,"Rotorua"
"105 Otonga Rd, Springfield, Rotorua 3015, New Zealand","fa4f6f54195b1be4acac47f0ba508d23522fd730","Otonga Road Primary School",3.9,8,-38.1618849,176.2343794,"Rotorua"
"3 Gem St, Pukehangi, Rotorua 3015, New Zealand","c766485bd90fd03182d873bf13cc1ab57748ebf0","Aorangi Primary School",5,4,-38.131966,176.2076326,"Rotorua"
"362 Malfroy Rd, Westbrook, Rotorua 3015, New Zealand","4d11d00789b0b45ae01d212588160f91878d2bc4","Westbrook School",4.6,5,-38.1507557,176.2192748,"Rotorua"
"Brent Rd, Owhata, Rotorua 3010, New Zealand","947ef7641614fabf0e868d1a25083fde85f986b7","Mokoia Intermediate School",3.8,4,-38.1374036,176.2967827,"Rotorua"
"140/170 Sunset Rd, Mangakakahi, Rotorua 3015, New Zealand","76932d4aff646915341a5295ddba7e76e38fc42b","Sunset Primary School",5,2,-38.1396827,176.2231548,"Rotorua"
"3 Tilsley St, Glenholme, Rotorua 3010, New Zealand","a7511003b475fe84e0c48a9900cb07a6e8a0dd0a","Rotorua Seventh-day Adventist School",5,3,-38.15082,176.2528045,"Rotorua"
"6 Rotokawa Rd, Owhata, Rotorua 3074, New Zealand","57ed04a5ce8cfd21d316b6151751b4cc22538d17","Rotokawa School",5,3,-38.1084508,176.320245,"Rotorua"
"76 Lisa Cres, Mangakakahi, Rotorua 3015, New Zealand","d22b0ea7320908c8d126e9b5a5206b334d3a5a57","St Michael’s Catholic School",3.7,3,-38.131579,176.219805,"Rotorua"
"22 School Rd, Ngongotaha, Rotorua 3010, New Zealand","4aa8d9ab7a7808b19899aa1694d13eb9fdd62f6f","Ngongotaha School",3.7,3,-38.0791903,176.2091789,"Rotorua"
"Brent Rd, Owhata, Rotorua 3010, New Zealand","549e067d84b57cde6442ef279c475e909ad01bc2","Owhata School",4.6,5,-38.1385928,176.2978926,"Rotorua"
"39-47 Biak St, Mangakakahi, Rotorua 3015, New Zealand","d432a521a4e061e6456a1631a60954f4c2e754f6","Bethlehem College Chapman",4,4,-38.1309644,176.23638,"Rotorua"
"Old Quarry Rd, Selwyn Heights, Rotorua 3015, New Zealand","45f850eeea48820df77c83bc1a4ca90d576cd088","Selwyn School",5,3,-38.1164863,176.2249015,"Rotorua"
"Mangakakahi, Rotorua 3010, New Zealand","93f16247b63615a7f3959b569427e769e903cd27","Rotorua School for Young Parents",0,0,-38.1379131,176.2256824,"Rotorua"
"296 Kaharoa Rd, RD6, Rotorua 3096, New Zealand","5308a3adeb8db4f91c00ec895781878456bcaafe","Kaharoa School",4.5,4,-37.9958616,176.2346928,"Rotorua"
"197 Clayton Rd, Mangakakahi, Rotorua 3015, New Zealand","bb7da4a427fa970518d59f3a3e2a24169bec0125","Western Heights Primary School",4.5,10,-38.1305016,176.2131709,"Rotorua"
"1005 Te Ngae Rd, Tikitere 3074, New Zealand","a69bf9f1894447127a23348166ec484f42589694","Te Kura Kaupapa Maori o Ruamata",5,2,-38.0956744,176.3240741,"Rotorua"
"63 Sala St, Whakarewarewa, Rotorua 3010, New Zealand","ed9e12c950400243a567c54b4529dc17070811c6","Whakarewarewa School",5,1,-38.159469,176.2648971,"Rotorua"
"Rotorua 3010, New Zealand","e1573547a46e4f81a5517d7542cc965e92e5c18d","Awhina School",0,0,-38.1368478,176.2497461,"Rotorua"
"17 Miro St, Hillcrest, Rotorua 3015, New Zealand","a9783f66f5d1cbc1f55fe69a7c9912efcbb3f2fe","Rotorua Girls High School Arena",0,0,-38.1465304,176.2365496,"Rotorua"
"69 Apirana Rd, Rotorua 3077, New Zealand","6cee1e9a13398806b82404d1b7f30004190dd830","Horohoro School",5,1,-38.2383528,176.17152,"Rotorua"
"72-100 Aquarius Drive, Rotorua 3010, New Zealand","c9f338a01eb2d2c83e1f8b56a2b5ede488c7df11","Kawaha Point Primary School",4.3,3,-38.1089878,176.2335762,"Rotorua"
"1123 Rangiuru St, Rotorua 3010, New Zealand","69ccc98178a0d0ffc1cdfde9f83a69327d2c63dc","Pukeroa Oruawhata Kohanga Reo",5,1,-38.1332692,176.2490004,"Rotorua"
"16 Eason St, Victoria, Rotorua 3010, New Zealand","a8a70b332c054ae0eea7281ccf1eb5f88daad521","Tiny Tots Educare",5,1,-38.1435437,176.2515684,"Rotorua"
"1224 Eruera St, Rotorua 3010, New Zealand","0b1075ef347300048c95536d2b4b83844654d5d3","NZMA Rotorua Campus",5,2,-38.1391334,176.2498019,"Rotorua"
"637 State Highway 33, Okere Falls 3074, New Zealand","cb4ea5cfe68515a00afa596d8bb9796deea0e303","Whangamarino School",5,2,-38.0283063,176.3443062,"Rotorua"
"1090 Waikite Valley Rd, Rotorua 3077, New Zealand","131f975c3c6b61d79e84430daf0098ebc63517f5","Waikite Valley School",5,1,-38.3415947,176.2561736,"Rotorua"
"Rotorua 3010, New Zealand","1138b50954ec9b584b32f70ef50e9b929187284d","Autism New Zealand Inc",0,0,-38.1368478,176.2497461,"Rotorua"
"49 Sala St, Whakarewarewa, Rotorua 3010, New Zealand","a5e75f9848f2ebe0ac71190bff5306fe3dce888a","NZ Welding School - Rotorua Campus",0,0,-38.1617839,176.2619877,"Rotorua"
"54 Tarena St, Mamaku 3020, New Zealand","7a7df9776d8b2cfb9e6c034e47efc2c9ac0e2d6a","Mamaku School",4.3,3,-38.0988415,176.0786052,"Rotorua"
"9 Ash Pit Rd, Rerewhakaaitu 3073, New Zealand","e887120b3bcc482f773c19fa8b2d502ebcde14b7","Lake Rerewhakaaitu School",5,1,-38.3173617,176.4942848,"Rotorua"
"Hemo Rd, Tihiotonga, Rotorua 3040, New Zealand","0946b2e8894e2df32fb86b2fbbde64936bba9151","Te Puia - Rotorua, NZ",4.5,4270,-38.163513,176.250529,"Rotorua"
"2986 Broadlands Rd, Reporoa 3081, New Zealand","71328806ff57802fa365055a3eabe0a82cd08737","Broadlands School",5,1,-38.5108484,176.3335566,"Rotorua"
"76 Springs Rd, Reporoa 3083, New Zealand","4323e4a9f9c3a59ebbc0bd29c927214e48dd2812","Mihi School",4.5,2,-38.4710038,176.297417,"Rotorua"
"31 Fifth Ave, Tauranga, 3110, New Zealand","a189b9db465c4bd42dd1d445fdde7883414a844d","Tauranga Primary School",5,2,-37.6926605,176.1645926,"Tauranga"
"13 Lumsden St, Greerton, Tauranga 3112, New Zealand","088cf7dc037a7eb5513d20d00990c4eca240f136","Greenpark School",3.7,14,-37.7324363,176.1276525,"Tauranga"
"900 Cameron Rd, Tauranga South, Tauranga 3112, New Zealand","b8091e8da5e8079edc246ffc538723c072d97995","Gate Pa School",4.7,17,-37.7112091,176.1463231,"Tauranga"
"20 Holmburn St, Welcome Bay, Tauranga 3112, New Zealand","1f978fb1c833bec826a22bfdc7ddd7c5c22e7395","Selwyn Ridge Primary School",5,7,-37.733575,176.1822029,"Tauranga"
"565 Maunganui Rd, Mount Maunganui, Tauranga 3116, New Zealand","b6309cc75e87dbef9d56bda757654c4dcccc4cb4","Mount Maunganui College",4.1,21,-37.6624255,176.2069133,"Tauranga"
"105 Windsor Rd, Bellevue, Tauranga 3110, New Zealand","e74017ecff8638659197ab1ac8d57a853884aab9","Otumoetai College",2.7,37,-37.6798611,176.1294406,"Tauranga"
"66 Carmichael Rd, Bethlehem, Tauranga 3110, New Zealand","7bee42bfbdc1872140683c52b3d1a77220e2202c","Bethlehem School",4.2,6,-37.690473,176.108071,"Tauranga"
"20 Princess Rd, Bellevue, Tauranga 3110, New Zealand","0297b25f615a68b391aaef5220ce0fe917588617","Bellevue Primary School",3.5,6,-37.6793309,176.1255629,"Tauranga"
"13 Orkney Rd, Mount Maunganui, Tauranga 3116, New Zealand","0f4c591ab392d78d84b681c0b7f88b2abbcb0721","Mount Maunganui Primary School1977 photo gallery",3.8,10,-37.6493679,176.1990316,"Tauranga"
"5 Charles St, Otumoetai, Tauranga 3110, New Zealand","903ce613d10408de5f1153229732b7cc0fcaf4f6","Otumoetai Intermediate School",3.9,11,-37.6752821,176.1297367,"Tauranga"
"21 Lodge Ave, Mount Maunganui, Tauranga 3116, New Zealand","21e0d1bc82be383a5cda618b8319a822f6a3bfe0","Mount Maunganui Intermediate School",3.1,16,-37.6654756,176.2123556,"Tauranga"
"101 Maxwells Rd, Otumoetai, Bureta 3110, New Zealand","dc7caabbeb81f6ec52c7995a9d11b51101f2902f","Pillans Point School",5,9,-37.6722943,176.1566191,"Tauranga"
"664 Cameron Rd, Tauranga South, Tauranga 3112, New Zealand","5c3f5a2e9f771989f0bb4d4209c27fd11506c2ff","Tauranga Boys College",3.8,29,-37.702105,176.1561576,"Tauranga"
"768 State Highway 29, Tauriko, Tauranga 3171, New Zealand","9e48888eefad78ce270f7f0f892fe6af4f222d65","Tauriko School",5,5,-37.7412964,176.0952924,"Tauranga"
"309 Welcome Bay Rd, Welcome Bay, Tauranga 3112, New Zealand","cb48b569e1e6d10a2afb33ee2b632c0a577623ca","Welcome Bay School",4.9,8,-37.7271734,176.1958385,"Tauranga"
"Otumoetai Primary School 236 Otumoetai Rd, Otumoetai, Tauranga 3110, New Zealand","598564a6de028866e8e2e57f8d1ee440e740302d","Otumoetai School",4.4,7,-37.6819184,176.1357307,"Tauranga"
"151 Greerton Rd, Greerton, Tauranga 3112, New Zealand","52ed2be801333c934e04d5e34b422c4c911c4cba","Greerton Village School",4.8,5,-37.7279576,176.1340815,"Tauranga"
"25 Kesteven Ave, Parkvale, Tauranga 3112, New Zealand","ceabceb0d07161418ea6c26f8efc7269a4b4c94a","Merivale School",4.7,6,-37.7203961,176.1438261,"Tauranga"
"4 Kaimanawa St, Mount Maunganui, Tauranga 3116, New Zealand","367245d3bf9d2590f490bc0beb03fe64e3ee5a12","Arataki School",3.7,7,-37.6755723,176.2322054,"Tauranga"
"164 Maungatapu Rd, Maungatapu, Tauranga 3112, New Zealand","f5f7be0ae94dc48c29dc806e81857a88ef0a80c6","Maungatapu School",5,6,-37.7218177,176.1739892,"Tauranga"
"19 Moffat Rd, Bethlehem, Tauranga 3110, New Zealand","7341d105ea48b3d18202700f5e5cb045c8d8e4b3","Tauranga Adventist School",0,0,-37.712216,176.113706,"Tauranga"
"24 Elder Ln, Bethlehem, Tauranga 3110, New Zealand","87bbed039fa19e0499221cf927d320ba348dd81c","Bethlehem College",3.9,24,-37.7050316,176.1111522,"Tauranga"
"19 Gloucester Rd, Mount Maunganui, Tauranga 3116, New Zealand","4aec3572b0bf697ba1292349bdf82f289e02700c","St Thomas More Catholic School",3.3,6,-37.6767282,176.226807,"Tauranga"
"22 Tui St, Mount Maunganui, Omanu 3116, New Zealand","c6763f25fe53f17a24c563f6026bf4805502c640","Omanu Primary School",4.3,9,-37.659315,176.206637,"Tauranga"
"Matapihi Rd, Matapihi, Tauranga 3175, New Zealand","00a132654a2ad4da35ad96d7e60a41272fd433bb","Te Kura O Matapihi",0,0,-37.6888626,176.2054397,"Tauranga"
"930 Cameron Rd, Gate Pa, Tauranga 3112, New Zealand","b6dd08cc57059274517a30301af9ce336d39885e","Tauranga Girls' College",2.6,20,-37.7126172,176.1449539,"Tauranga"
"1 Westmorland Rise, Bethlehem, Tauranga 3110, New Zealand","9219450dc68b2599c19389dc1eb539e88f07327b","Te Wharekura o Mauao",5,4,-37.6911753,176.1101661,"Tauranga"
"45 Evans Rd, Papamoa Beach, Papamoa 3118, New Zealand","640e6214c0230cd839c222b1fd0976f20c13cc69","Tahatai Coast School",3.4,17,-37.6935502,176.2599821,"Tauranga"
"364 Welcome Bay Rd, Welcome Bay, Tauranga 3175, New Zealand","817bdf3002f6dad109957d5810792cc32e87cd85","Tauranga Waldorf School & Rose Ring Kindergartens",5,4,-37.7274466,176.2052321,"Tauranga"
"183 Pyes Pa Road, Pyes Pa 3173, New Zealand","5cb9aac4cd1810f0e311d77ed9631c236e8ed5f9","Aquinas College Tauranga",2.6,43,-37.7519732,176.1224082,"Tauranga"
"20 Millers Rd, Brookfield, Tauranga 3110, New Zealand","b918d2ef6516f69b12ee0dfe223e0e2b6a437c71","Brookfield Primary School",5,4,-37.69051,176.1333659,"Tauranga"
"6 Keenan Rd, Pyes Pa 3173, New Zealand","003268b320aba3a5d4386d81c9a4a57ea798d718","ACG Tauranga",4.1,17,-37.7738582,176.1150103,"Tauranga"
"Te Puna Rd, R D 6 Te Puna, Tauranga 3176, New Zealand","2cd9ea7bff6d7fd5a7958cbb11df4c8c58977f9d","Te Puna School",5,1,-37.676439,176.076165,"Tauranga"
"145 Levers Road, 3110, New Zealand","704ca3b175e34a16133031f9f406e89989ffee89","Matua Primary School",4.9,7,-37.6644443,176.1296293,"Tauranga"
"30 Eighteenth Ave, Tauranga South, Tauranga 3112, New Zealand","fc95909b04337261cfc49574be27cdf7192226fe","Tauranga Intermediate",3.2,35,-37.7121319,176.1558239,"Tauranga"
"Clyde Rd, Bluff Hill, Napier 4110, New Zealand","abea450287b6c90ea76c83f2d534f972437f7bac","Napier Girls' High School",3.6,7,-39.4854124,176.9145141,"Napier-Hastings"
"Chambers St, Te Awa, Napier 4110, New Zealand","1a2afa3923ec033b628272aca75e99edf28a79ff","NAPIER BOYS’ HIGH SCHOOL",4.6,34,-39.5145707,176.9138787,"Napier-Hastings"
"50 Murphy Rd, Taradale, Napier 4112, New Zealand","596641ae29ecae9a3f61341dc6f503ea920b470a","Taradale High School",3.9,29,-39.5421463,176.8500194,"Napier-Hastings"
"61 Freyberg Ave, Tamatea, Napier 4112, New Zealand","d7ab0f4ef5607d3d42be8e27f3e8ed751ff0efbc","Tamatea High School",3.7,7,-39.5172448,176.8725281,"Napier-Hastings"
"21 Arnold St, Onekawa, Napier 4110, New Zealand","fad49402b52a77f38c0c6291d8731941cc00f6f3","William Colenso College",4.1,15,-39.5058074,176.8959632,"Napier-Hastings"
"22 Wycliffe St, Onekawa, Napier 4112, New Zealand","8b9ab8f9737137dee553c6b9a4521f41632d33d4","Te Kura Kaupapa Maori O Te Ara Hou",5,3,-39.5093667,176.891959,"Napier-Hastings"
"10 Church Rd, Taradale, Napier 4112, New Zealand","ab026f1e5ec7147b0ac2ffa29ed3203ba0b6eca5","Taradale Primary School",3.7,6,-39.5345166,176.8424262,"Napier-Hastings"
"21 Fryer Rd, Poraiti, Mission View 4182, New Zealand","250c373832a358df8609e58ec5d93944e2388b70","Hohepa Special School",4,4,-39.5032455,176.8457302,"Napier-Hastings"
"Convent Rd, Bluff Hill, Napier 4110, New Zealand","72d6c6c3bd7a88175bc412d5a1a9916a778cd7c1","Sacred Heart College, Napier",5,2,-39.4827443,176.911382,"Napier-Hastings"
"324 Hill Rd, Bay View, Napier 4182, New Zealand","85d030c07ba9e8530f3536c6642383f39b7c224b","Eskdale School",5,9,-39.402289,176.8530894,"Napier-Hastings"
"3 Jull St, Napier 4110, New Zealand","c7b08206398db5ba1a1d707a8e7b3fc70e952047","Napier Intermediate School",3.4,9,-39.494923,176.907623,"Napier-Hastings"
"25 Osier Rd, Greenmeadows, Napier 4112, New Zealand","d19eb14a63bddd9e11d04cce5dee85183dbf6878","St Joseph's Maori Girls' College",3.4,10,-39.5272635,176.8550883,"Napier-Hastings"
"32 Napier Terrace, Hospital Hill, Napier 4110, New Zealand","724ecca6d6acf3df0d7c9c3bde883f60cb6ceebc","Napier Central School",4.1,15,-39.4889749,176.9087197,"Napier-Hastings"
"210 Guppy Rd, Taradale, Napier 4112, New Zealand","2d2e024e0c1f432d9adf712a0f5232ba471ced01","Arthur Miller School",3.5,6,-39.5414309,176.8593608,"Napier-Hastings"
"6 Murphy Rd, Taradale, Napier 4112, New Zealand","00ab477dc0d7020051ea848124ddba38e628e9f2","Taradale Intermediate",4.1,11,-39.5393079,176.8524622,"Napier-Hastings"
"Dick Pl, Onekawa, Napier 4110, New Zealand","ae6ca1619aa4f6d41b0155c53e6475cf62752196","Henry Hill School",3.5,14,-39.5157095,176.887572,"Napier-Hastings"
"99 Guppy Rd, Greenmeadows, Napier 4112, New Zealand","e4c3e6d3a7537da44bdf296bbd87cdb20a3d80da","Reignier Catholic School",4.2,5,-39.5315856,176.8592606,"Napier-Hastings"
"30B Meeanee Rd, Taradale, Napier 4112, New Zealand","7cf615c700f0246b5dd374745fe2dca455d75b87","Fairhaven School",5,1,-39.5368216,176.8517124,"Napier-Hastings"
"15 Lever St, Ahuriri, Napier 4110, New Zealand","eca7dc91629f321e511fc61dfaf778350fb15371","Port Ahuriri School",4.3,11,-39.4854442,176.8974421,"Napier-Hastings"
"30A Meeanee Rd, Taradale, Napier 4112, New Zealand","71d407c12b87298efd422abd63543cb7efa010f4","Bledisloe School",4,4,-39.536534,176.8513646,"Napier-Hastings"
"45 Osier Rd, Greenmeadows, Napier 4112, New Zealand","49be711969b3127791acee00dfc07a2b666785ba","Greenmeadows School",4.4,7,-39.5297574,176.858672,"Napier-Hastings"
"Te Awa Ave, Te Awa, Napier 4110, New Zealand","22315367d5767391cdc7e1276b372119856c05bf","Te Awa School",4,4,-39.5112909,176.9157668,"Napier-Hastings"
"15 Freyberg Ave, Tamatea, Napier 4112, New Zealand","d6ed856a9dfa10803615b811461b5aa0575e8c3c","Tamatea Intermediate School",4.1,13,-39.514853,176.873011,"Napier-Hastings"
"2A Lister Cres, Maraenui, Napier 4110, New Zealand","28aabe04113c0eaa8572b4ac4ce6c13f4265ca79","Maraenui Bilingual School",5,2,-39.513533,176.905978,"Napier-Hastings"
"36 Lyttelton Cres, Tamatea, Napier 4112, New Zealand","8c01b1484ddbec705cbe3880540e9e3667a347b4","Porritt Primary School",4.6,10,-39.5167611,176.8650276,"Napier-Hastings"
"80D Latham St, Marewa, Napier 4110, New Zealand","ad539e270da7f0cb6368fe42b01e96e26919e805","Marewa School",4.8,6,-39.5060145,176.9055873,"Napier-Hastings"
"Ferguson Ave, Westshore, Napier 4110, New Zealand","e73d2ee3491c4ecf7db5293fc624ef725a944200","Westshore School",4,8,-39.4769643,176.8824012,"Napier-Hastings"
"6 Gavin Black St, Meeanee, Napier 4112, New Zealand","481515530f8dc20f627b0dcffec73538fdd2e99e","Meeanee School",2.6,5,-39.5448537,176.8907056,"Napier-Hastings"
"Barnard Ave, Maraenui, Napier 4110, New Zealand","b38b291ed75811581ff3ae69c1f1773f4288275e","Richmond School",5,4,-39.5193396,176.9026113,"Napier-Hastings"
"235 Kennedy Rd, Onekawa, Napier 4110, New Zealand","1b1dfcc1d891e32ea82fcc027a7b039f07dcb7fd","Onekawa School",4.4,8,-39.5053332,176.8921156,"Napier-Hastings"
"Arnold St, Onekawa, Napier 4110, New Zealand","2b48361ee938aec644339afb7549f7c0781fe6e6","Hawkes Bay School For Teenage Parents",0,0,-39.5058074,176.8959632,"Napier-Hastings"
"24 Riverbend Rd, Marewa, Napier 4110, New Zealand","ab4b4d2a01529e12a5f5086ddd279813990098cb","Saint Patrick's School",4.8,4,-39.5029352,176.8947471,"Napier-Hastings"
"South, 54 Kennedy Rd, Napier 4110, New Zealand","8bcfc37405e900c2fce53b51531d629fe4936959","Nelson Park School",3.5,2,-39.4972513,176.9079464,"Napier-Hastings"
"10 Durham Ave, Tamatea, Napier 4112, New Zealand","3bad7ab63b5c898774416be9cae190620d095af4","Tamatea Primary School",4.9,8,-39.508589,176.8689231,"Napier-Hastings"
"407 Hastings St, Napier South, Napier 4110, New Zealand","cdd1f523e5b6bd8781c775a1ca6dc19c4cbd25a7","Barnados Kidstart",5,2,-39.4964003,176.9176459,"Napier-Hastings"
"79 Gloucester St, Taradale, Napier 4112, New Zealand","db738254ea1d283b83d4dc5062d74f34de8ade5c","BestStart Montessori Taradale",5,3,-39.5276021,176.8589355,"Napier-Hastings"
"Tamatea, Napier 4112, New Zealand","0085d92719226ba322dfcd743417fd02ac0fe331","Fairhaven School - Tamatea Satellites",3.5,2,-39.5160581,176.8724589,"Napier-Hastings"
"55 Osier Rd, Greenmeadows, Napier 4112, New Zealand","76fc5780d183edbfe94d5848a15ac64d54c7d00d","Dot Kids Early Learning Centre Greenmeadows Nursery",0,0,-39.5299826,176.8592335,"Napier-Hastings"
"152/154 Kennedy Rd, Marewa, Napier 4110, New Zealand","82c624eab4a26906270c62642f4a8f033d13ae9e","BestStart Napier Central",0,0,-39.5009472,176.9016201,"Napier-Hastings"
"Napier 4110, New Zealand","0d7f9adf52ec312ad07b8faa9326c3835f721c02","Carlyle Kindergarten",0,0,-39.4948436,176.9024939,"Napier-Hastings"
"79 Gloucester St, Taradale, Napier 4112, New Zealand","24909759c8fbf4e4f950d083e161215c169c129d","School's Out Gloucester",0,0,-39.5276842,176.8590266,"Napier-Hastings"
"Allen Berry Ave, Pirimai, Napier 4112, New Zealand","1976a5d691e906dccfe3f56fdb8b336ca2e833c7","Pirimai Kindergarten",5,2,-39.5180325,176.8827267,"Napier-Hastings"
"Kennedy Rd, Napier 4110, New Zealand","6895cc5d22ab9192908dd400b361adef507a3653","Fairhaven School (Napier Satellite)",5,1,-39.4971082,176.908127,"Napier-Hastings"
"10 Hurst Ave, Maraenui, Napier 4110, New Zealand","b612877d7b30dbe609c0b9c45f6c55ae3a9166cf","Bette Christie Kindergarten",0,0,-39.5202393,176.9037984,"Napier-Hastings"
"29 Maadi Rd, Onekawa, Napier 4110, New Zealand","4c3da3705cfb5dc6136a4b4714b006d83e7ff36e","Onekawa Kindergarten",0,0,-39.507664,176.8869803,"Napier-Hastings"
"429A Gloucester St, Taradale, Napier 4112, New Zealand","2f99a9b92b6bb8972b495db4effa40fe328c6e88","Mosaic",5,1,-39.5424291,176.8441806,"Napier-Hastings"
"21 Riverbend Rd, Onekawa, Napier 4110, New Zealand","fce966863f9f04196598a7170ffa5a0b5fae7585","BestStart Riverbend Road Childcare",4,1,-39.5025434,176.8936021,"Napier-Hastings"
"13A Barnard Ave, Maraenui, Napier 4110, New Zealand","166a4560e1396ecf83ca187a45c7aeca24b4546c","Maurice Rehu",5,1,-39.5192033,176.9031721,"Napier-Hastings"
"19A Peddie St, Taradale, Napier 4112, New Zealand","606e4fdaa77da91d2dd083a30dcb872214c2a244","BestStart Taradale",5,2,-39.5348513,176.8527633,"Napier-Hastings"
